"emp_id","emp_title","emp_length"
3090,"Charleston Area CVB","9 years"
3091,"Livingston Services","9 years"
3092,"BDE","< 1 year"
3093,"The Loop","< 1 year"
3094,"Whole Foods Market","< 1 year"
3095,"Children's Hospital Boston","< 1 year"
3096,"Tucson Medical Center","< 1 year"
3097,"","< 1 year"
3098,"ConocoPhillips","< 1 year"
3099,"Plug and Play Tech Center","< 1 year"
3100,"Episcopal Day School","< 1 year"
3101,"NY 4 Pretzels, INC","< 1 year"
3102,"Marcus Jewish Community Center of Atlant","< 1 year"
3103,"Interplex Sunbelt","< 1 year"
3104,"DISH Network, LLC","< 1 year"
3105,"T-Mobile","< 1 year"
3106,"ANPAC","< 1 year"
3107,"KHS&S Contractors","< 1 year"
3108,"Sensata Technologies Inc","< 1 year"
3109,"Ann Taylor Factory Store","< 1 year"
3110,"WM","< 1 year"
3111,"Nuvell","< 1 year"
3112,"XPEM Inc.","< 1 year"
3113,"Minol USA","< 1 year"
3114,"MicroStrategy, Inc","< 1 year"
3115,"Guardian Life Insurance Company","< 1 year"
3116,"Bass Pools Inc.","< 1 year"
3117,"Bread for the City","< 1 year"
3118,"Rapid Systems","< 1 year"
3119,"Wellbridge Athletic Club and Spa","< 1 year"
3120,"Montana State University","< 1 year"
3121,"CNN","< 1 year"
3122,"PricewaterhouseCoopers","< 1 year"
3123,"Cambridge Associates","1 year"
3124,"Tolleson Wealth Management","1 year"
3125,"Parsons Brinckerhoff","10+ years"
3126,"Maximus","10+ years"
3127,"HealthNow NY, Inc.","10+ years"
3128,"our lady of lourdes hospital","2 years"
3129,"Sanctuary Resort & Spa","2 years"
3130,"K.G. Specialties","3 years"
3131,"AppleOne Employment Services","3 years"
3132,"Bentall Kennedy (US) LP","3 years"
3133,"Dish Network","4 years"
3134,"Club Eight","4 years"
3135,"","4 years"
3136,"Sylvania Lighting Service","4 years"
3137,"","5 years"
3138,"RedVector.com","6 years"
3139,"Tuckahoe police department","6 years"
3140,"Rutgers University","7 years"
3141,"Potbelly sandwich shop","7 years"
3142,"SRA International, Inc.","1 year"
3143,"Levitation Creations","1 year"
3144,"American Institute of Steel Construction","1 year"
3145,"JS Direct Marketing","1 year"
3146,"West Virginia University","1 year"
3147,"St. John-Clark Pain Treatment Center","1 year"
3148,"Manpower","1 year"
3149,"Tomblin, Farmer & Morris, PLLC","1 year"
3150,"Capital One Auto Finance","1 year"
3151,"Nagahama City, Japan, Board of Education","1 year"
3152,"Maxim Healthcare Servivces","1 year"
3153,"Kidde Fenwal","10+ years"
3154,"Collins, Butler & Co., P.C.","10+ years"
3155,"","10+ years"
3156,"City of Los Angeles","10+ years"
3157,"JCPenney","10+ years"
3158,"Conwest Resources  Inc.","10+ years"
3159,"Source Interlink","10+ years"
3160,"Continental for FIGA","10+ years"
3161,"ps1 contemporary art center","10+ years"
3162,"Whitfield Jack Jewellers","10+ years"
3163,"Oxbo International","2 years"
3164,"Methodist Rehab Hospital","2 years"
3165,"ALOM Technologies, Inc.","2 years"
3166,"EMC Corporation","2 years"
3167,"ahern rentals","2 years"
3168,"MaestroSoft, Inc.","2 years"
3169,"The Methodist Hospital","2 years"
3170,"KS Industries, LP","2 years"
3171,"Philo Smith Capital Corporation","2 years"
3172,"JP Morgan Chase","2 years"
3173,"South Coast Systems","2 years"
3174,"hudson city saving bank","2 years"
3175,"NASSCO","2 years"
3176,"Wound Care Advantage","3 years"
3177,"State of New Mexico","3 years"
3178,"Texas Roadhouse","3 years"
3179,"Liberty Northwest Ins","3 years"
3180,"RINET Company, LLC","3 years"
3181,"Benco Dental","3 years"
3182,"Gilead Sciences","4 years"
3183,"National Basketball Association","4 years"
3184,"The Argonaut Newspaper","4 years"
3185,"UPMC","4 years"
3186,"Chapman Care Center","4 years"
3187,"MicahTek Inc","5 years"
3188,"El Monte RV","5 years"
3189,"Bank of America Merrill Lynch","5 years"
3190,"Tradebeam Inc","5 years"
3191,"DRAFTFCB","5 years"
3192,"Shaklee Corporation","5 years"
3193,"Buffalo Wild Wings","5 years"
3194,"GTRR","5 years"
3195,"Gap Inc.","6 years"
3196,"Clean Harbors","6 years"
3197,"Global Literary Management","6 years"
3198,"King Soopers","7 years"
3199,"San Francisco Endoscopy Center","7 years"
3200,"Crowne Plaza Hotel Englewood NJ","8 years"
3201,"Chicago Children's Choir","< 1 year"
3202,"Sheridan Auto Group","< 1 year"
3203,"","< 1 year"
3204,"Zen Solutions Inc.","< 1 year"
3205,"Radley Acura","< 1 year"
3206,"PureScience Applications, LLC","< 1 year"
3207,"Fleming's Prime Steakhouse & Wine Bar","< 1 year"
3208,"preferred helath mate","< 1 year"
3209,"Wyndham Worldwide","< 1 year"
3210,"UPMC","< 1 year"
3211,"ira toyota","1 year"
3212,"rachlin managemet","10+ years"
3213,"accurate finishing","8 years"
3214,"Color Quick Printing","< 1 year"
3215,"giant food","10+ years"
3216,"Tufts University","1 year"
3217,"Blue Engine","1 year"
3218,"Sonlife Prosthetics","1 year"
3219,"Imperial County Office of Education","10+ years"
3220,"South Shore Mental Health","10+ years"
3221,"Scholastic Inc.","10+ years"
3222,"Intrepid Control Systems","10+ years"
3223,"Forest Lake Club, Inc.","2 years"
3224,"","2 years"
3225,"Allied Trade Group Inc.","2 years"
3226,"department of health and human services","2 years"
3227,"PARAGON HONDA","2 years"
3228,"Federal Home Loan Mortgage","2 years"
3229,"USDA/NRCS","2 years"
3230,"Michael Page International","2 years"
3231,"Numara Software  Inc.","2 years"
3232,"K-force","3 years"
3233,"Team Health Midwest","3 years"
3234,"Insider Guides","3 years"
3235,"Guardian Life Insurance","3 years"
3236,"SAIC Frederick, Inc.","4 years"
3237,"Aim Healthcare Inc","5 years"
3238,"American Honda Finance","5 years"
3239,"Southern Company","5 years"
3240,"RBS Sempra Commodities","5 years"
3241,"City of Lindsay","6 years"
3242,"ellen elder care","6 years"
3243,"united road services","6 years"
3244,"Jasa","7 years"
3245,"Rediker Software, Inc.","8 years"
3246,"Mission Restaurant Supply","8 years"
3247,"HCL America Inc","9 years"
3248,"LP&D","9 years"
3249,"Toms Truck Center","< 1 year"
3250,"Chicago Bancorp","< 1 year"
3251,"","< 1 year"
3252,"Fayette County School District","< 1 year"
3253,"Lemper Pain Clinic","< 1 year"
3254,"","< 1 year"
3255,"American Museum of Natural History","9 years"
3256,"Melco Embroidery Systems","1 year"
3257,"Yonkers Public Schools","2 years"
3258,"sgk home solutions","2 years"
3259,"Corporate Translations.com","2 years"
3260,"Bushman Products","2 years"
3261,"","3 years"
3262,"Hainesport Community Baptist Church","4 years"
3263,"GEICO INSURANCE","5 years"
3264,"ADC Corp","5 years"
3265,"USDA-NRCS","7 years"
3266,"Plaza Gifts and Jewelry","8 years"
3267,"Morrison & Foerster LLP","9 years"
3268,"Industry Built","< 1 year"
3269,"United Technologies","< 1 year"
3270,"American Institutes for Research","1 year"
3271,"City of Anaheim","10+ years"
3272,"Colliers International","1 year"
3273,"Home Depot","1 year"
3274,"Midwest Television","1 year"
3275,"Fauquier County","1 year"
3276,"GIBSON INTERIOR DESIGN","1 year"
3277,"WirelessPcs","1 year"
3278,"American International Group","1 year"
3279,"Emory University/VA Medical Center","1 year"
3280,"Acushnet Golf","1 year"
3281,"Domino Reality Management Co.","1 year"
3282,"WM","1 year"
3283,"Cascade Management Inc.","1 year"
3284,"United States Dept. of State","1 year"
3285,"George Mason University","1 year"
3286,"AlixPartners, LLC","1 year"
3287,"Spectrun GC","10+ years"
3288,"US Air Force","10+ years"
3289,"SCI-GREENSBURG","10+ years"
3290,"Utah Department of Transportation","10+ years"
3291,"Sysco Foodservice","10+ years"
3292,"Toshiba American Medical Systems","10+ years"
3293,"Gables Residential Inc.","10+ years"
3294,"bluebird holdings cmv llc","2 years"
3295,"Trinity Clinic","2 years"
3296,"Estee Lauder","2 years"
3297,"Colorado coalition for the homeless","2 years"
3298,"Aspire Technologies","2 years"
3299,"Nationstar Mortgage","2 years"
3300,"Fort Worth Tire & Service Inc.","2 years"
3301,"East Pleasant Pictures","2 years"
3302,"SRA International","2 years"
3303,"Regis Corporation","2 years"
3304,"Youth Contact","2 years"
3305,"River Springs Charter School","2 years"
3306,"celluphone","2 years"
3307,"CPG Company","2 years"
3308,"Tradition Energy","3 years"
3309,"STATE OF NEW HAMPSHIRE","3 years"
3310,"Ontario Reign Hockey Club","3 years"
3311,"MidWest Television","3 years"
3312,"IMS","3 years"
3313,"Phill Razitano","3 years"
3314,"Chamber of Commerce Mountain View","3 years"
3315,"gad light","3 years"
3316,"Daptiv, Inc.","3 years"
3317,"C.H. Robinson Worldwide in","3 years"
3318,"U.S. Bureau of Economic Analysis","3 years"
3319,"American Chemical Society","3 years"
3320,"Livingston Services","3 years"
3321,"JPMorgan Chase","3 years"
3322,"Far Niente Winery Inc","4 years"
3323,"Levine Plotkin & Menin, LLP","4 years"
3324,"Cardinal Health","4 years"
3325,"Record Searchlight","4 years"
3326,"Bavarian Soundwerks, LLC","4 years"
3327,"Doyle Electric","4 years"
3328,"PNC Bank, N.A.","4 years"
3329,"Swank Audio Visuals","5 years"
3330,"malouf ford-lincoln","5 years"
3331,"a2z business systems","5 years"
3332,"","5 years"
3333,"carey limousine","5 years"
3334,"RBC Records","5 years"
3335,"Gold Medal Wine Club","5 years"
3336,"burger king","5 years"
3337,"Systems XT, Inc.","6 years"
3338,"Mucasey & Associates, Architects, inc.","6 years"
3339,"beach house mkt inc","8 years"
3340,"","8 years"
3341,"David Hayman Jewellers","9 years"
3342,"Charles River Laboratories","9 years"
3343,"Industrial Combustion","9 years"
3344,"Gouvis Engineering","< 1 year"
3345,"IDEA Public Schools","< 1 year"
3346,"Aurora Health Care","< 1 year"
3347,"Zinio, LLC","< 1 year"
3348,"dotSyntax, LLC","< 1 year"
3349,"Adecco","< 1 year"
3350,"Crossix Solutions","< 1 year"
3351,"Brookline Bank","< 1 year"
3352,"","< 1 year"
3353,"TD Bank","< 1 year"
3354,"","< 1 year"
3355,"JPMorgan Chase & Co.","< 1 year"
3356,"Northside Hospital","< 1 year"
3357,"Imagine College Prep High School","< 1 year"
3358,"","< 1 year"
3359,"Enterprise Holdings Inc.","1 year"
3360,"Silicon Valley Bank","2 years"
3361,"Grumman Butkus Associates","3 years"
3362,"Promisecare nj","3 years"
3363,"State of California","8 years"
3364,"UPMC Presbyterian Shadyside","< 1 year"
3365,"Archstone Apartments","2 years"
3366,"Marks Paneth & Shron, LLP","3 years"
3367,"University of California","10+ years"
3368,"Direct Capital Corp.","1 year"
3369,"bob's discount furniture","1 year"
3370,"Common Ground Community","1 year"
3371,"fox brothers transver inc","1 year"
3372,"MRI SOFTWARE LLC","1 year"
3373,"Allstate","1 year"
3374,"Cison Inc","10+ years"
3375,"Embarq","10+ years"
3376,"martis camp","10+ years"
3377,"Thomson Reuters","10+ years"
3378,"UCLA Medical Center","10+ years"
3379,"New York Shipping","10+ years"
3380,"MBS ENTERPRISES.INC.","10+ years"
3381,"CPI International, Inc.","2 years"
3382,"Clean Air Concepts Inc","2 years"
3383,"San Antonio Spurs LLC","2 years"
3384,"DESI","2 years"
3385,"Lakeside Medical Center","2 years"
3386,"University of Chicago","2 years"
3387,"The Blackstone Group","2 years"
3388,"Papa Johns","2 years"
3389,"Lynch Ambulance","2 years"
3390,"GWR Medical, Inc.","2 years"
3391,"The Blackstone Group","2 years"
3392,"Intouch wireless","3 years"
3393,"astons marble  and  granite","3 years"
3394,"chartwells,compass group usa","3 years"
3395,"Columbia University","3 years"
3396,"Bristol Myers Squibb Company","3 years"
3397,"LLC","3 years"
3398,"Network Interpreting Service","4 years"
3399,"Unisen, Inc. DBA Star Trac","4 years"
3400,"Whitechapel Gallery","4 years"
3401,"NICE Systems","4 years"
3402,"Gettysburg College","4 years"
3403,"Arrow International Inc","4 years"
3404,"WGTE Public Media","4 years"
3405,"Alcatraz Cruises, LLC","4 years"
3406,"ADESA Inc.","5 years"
3407,"Communications Unlimited","5 years"
3408,"Peninsula Regional Medical Center","5 years"
3409,"Trader Joes","5 years"
3410,"the Partnership for the Homeless","6 years"
3411,"Plus One","6 years"
3412,"luby's resturant","6 years"
3413,"hp hood llc","6 years"
3414,"S&V Education Systems/ Middle GA Center","6 years"
3415,"Gila River Gaming Enterprises","6 years"
3416,"st vincent painting co","7 years"
3417,"Washing Post","7 years"
3418,"Odwalla","7 years"
3419,"yankee candle company","9 years"
3420,"North Central Correctional Institution","9 years"
3421,"CHAN Healthcare Auditors","9 years"
3422,"","< 1 year"
3423,"Salsa Labs","< 1 year"
3424,"Boss Business Services","< 1 year"
3425,"Prestige Dodge","< 1 year"
3426,"Bank of Texas","< 1 year"
3427,"Thomas J. Apts","< 1 year"
3428,"MindTeck","< 1 year"
3429,"Yellow Book USA","2 years"
3430,"Western Communications, Inc.","4 years"
3431,"Blue Shield Of California","4 years"
3432,"PwC","1 year"
3433,"Intermark Group","1 year"
3434,"Warwick Jewelers","1 year"
3435,"Weston Solutions, Incorporated","1 year"
3436,"Prism Microsystems, Inc.","1 year"
3437,"IIFData Solutions","1 year"
3438,"Solari Enterprises Inc.","10+ years"
3439,"Wise County Public Schools","10+ years"
3440,"LPL Financial","2 years"
3441,"DeWitt Stern Group, Inc.","3 years"
3442,"The International Investment Group, Inc.","3 years"
3443,"Northern Trust Company","3 years"
3444,"gws","4 years"
3445,"AC Lion International","4 years"
3446,"Lowe's Home Improvement","5 years"
3447,"Progressive Casualty","5 years"
3448,"AEW Capital Management","5 years"
3449,"Markit","6 years"
3450,"Clyde's of Gallery Place","6 years"
3451,"FlatRate Movers","7 years"
3452,"Taylor Olson Adkins Sralla & Elam, LLP","7 years"
3453,"Heritage Mint, Ltd.","7 years"
3454,"Compellent Technologies","< 1 year"
3455,"Washington State Department of Revenue","< 1 year"
3456,"Oxnard Auto Brokers","2 years"
3457,"Virtual Communications","6 years"
3458,"UWMF","1 year"
3459,"Emory University","1 year"
3460,"Department of Health and Human Services (HHS)","1 year"
3461,"U.S. Customs and Border Protection","10+ years"
3462,"SmartSign","3 years"
3463,"DEVNET INC","3 years"
3464,"Auto-car Sale","3 years"
3465,"TicketNetwork","3 years"
3466,"FXCM","5 years"
3467,"","< 1 year"
3468,"Commonwealth of Virginia","2 years"
3469,"Flagstar Bank","3 years"
3470,"UPS, Inc.","10+ years"
3471,"Jefferson count schools","2 years"
3472,"Pemboke Real Estate","1 year"
3473,"Borel Private Bank & Trust Co.","1 year"
3474,"Music Warehouse","1 year"
3475,"Sony Computer Entertainment America","10+ years"
3476,"Mills Detective Agency, Inc.","10+ years"
3477,"UNIVERSAL PROTECTION SERVICE","10+ years"
3478,"County Sanitation Districts of L.A. Co.","10+ years"
3479,"","2 years"
3480,"CoStar Group, Inc.","2 years"
3481,"Roberts Comm Network","2 years"
3482,"Leviton Manufacturing","2 years"
3483,"Janney Montgomery Scott","3 years"
3484,"Huntington Beach Hospital","3 years"
3485,"Carson Medical Group","4 years"
3486,"Language Connections","4 years"
3487,"Zimmer Dental","4 years"
3488,"Ocean Pacific Notary Services, Inc.","4 years"
3489,"IMG","4 years"
3490,"Chapman Ford Sales","7 years"
3491,"J.Kings Foor Service Professionals","7 years"
3492,"Ballwin Athletic Association","9 years"
3493,"MV Laboratories","< 1 year"
3494,"Nett Solutions","< 1 year"
3495,"Community Media Center of Marin","< 1 year"
3496,"TeleSupport Services Inc.","< 1 year"
3497,"True North Custom Publishing","< 1 year"
3498,"Gardner Pie Company","2 years"
3499,"AutoEdge Distribution dba InstallerEdge","9 years"
3500,"TaskRabbit Inc","1 year"
3501,"Baylor Health Care System","1 year"
3502,"mashantucket pequot gaming ent","10+ years"
3503,"Cascade Management Inc.","2 years"
3504,"gyro express","2 years"
3505,"The Car Works","3 years"
3506,"","3 years"
3507,"Commonwealth Business Bank","3 years"
3508,"COMBINED COMPUTER RESOURCES","3 years"
3509,"Norwood Crossing Home","3 years"
3510,"don pablos","4 years"
3511,"Pacific Scientific","5 years"
3512,"","6 years"
3513,"DISYS","< 1 year"
3514,"US Attorney's Office","< 1 year"
3515,"Walgreen Company","3 years"
3516,"ARM INC","5 years"
3517,"UCSF Medical Center","< 1 year"
3518,"Friendship Baptist Church","2 years"
3519,"Population Reference Bureau","1 year"
3520,"Osteria","1 year"
3521,"HESC","10+ years"
3522,"","2 years"
3523,"allied barton","4 years"
3524,"CamFlor Inc","8 years"
3525,"Tgi Fridays","< 1 year"
3526,"Kobe Steakhouse","< 1 year"
3527,"JPMorgan Chase & Co.","3 years"
3528,"Strongbox Marketing Corp","< 1 year"
3529,"Montessori School of Beaverton","8 years"
3530,"Johnson & Johnson","10+ years"
3531,"City government of New Y ork","10+ years"
3532,"ACTIVE NETWORK INC","2 years"
3533,"","< 1 year"
3534,"New York University","3 years"
3535,"Rustic Warehouse","10+ years"
3536,"IRONWORKERS LOCAL UNION 79","10+ years"
3537,"Wells Fargo Home Mortgage","3 years"
3538,"Delasoft Inc","4 years"
3539,"Clarks Companies N.A.","4 years"
3540,"","5 years"
3541,"Puget Sound Energy","1 year"
3542,"General Dynamics Information Technology","1 year"
3543,"","2 years"
3544,"Pepsico","7 years"
3545,"Administaff/Newview Technologies","8 years"
3546,"TC Global","2 years"
3547,"Federal Home Loan Bank of Boston","3 years"
3548,"I Love Sushi","4 years"
3549,"fedex","7 years"
3550,"First Student","1 year"
3551,"Mar Lee Manufacturing Inc.","5 years"
3552,"Itentive Healthcare Solutions","4 years"
3553,"Cornell University","10+ years"
3554,"indigo delivery services","10+ years"
3555,"Abundant Life Outreach Center","10+ years"
3556,"Assurant","10+ years"
3557,"Costco Wholesale","6 years"
3558,"Dot/FAA","3 years"
3559,"The Bailey Company","1 year"
3560,"Van Air Systems","10+ years"
3561,"Novato Unified School District","10+ years"
3562,"VETERANS ADMINISTRATION","10+ years"
3563,"NBT Bank","10+ years"
3564,"Veterans Affairs Department (VA)","10+ years"
3565,"Landmark College","3 years"
3566,"Bank of America Corp.","6 years"
3567,"Monarch Dental","6 years"
3568,"MGM Resorts International","7 years"
3569,"pete alewine pools inc.","8 years"
3570,"McCausland Keen & Buckman","4 years"
3571,"Macy's","8 years"
3572,"Flex Builders Inc.","9 years"
3573,"Offshore Energy Services","10+ years"
3574,"Lowes","10+ years"
3575,"City of Azusa","10+ years"
3576,"Delta Group","2 years"
3577,"Consilium1","4 years"
3578,"Continental Carbonic Products","8 years"
3579,"Service First Realty","1 year"
3580,"BioPharm Systems","3 years"
3581,"Wilsonart  International","5 years"
3582,"jfk investment company","5 years"
3583,"Capitol Dental","9 years"
3584,"BDC","< 1 year"
3585,"EnergyUnited","< 1 year"
3586,"Assurant","10+ years"
3587,"Hancock County Schools","10+ years"
3588,"AJA Video Systems","2 years"
3589,"Dow Chemical","9 years"
3590,"state of california","10+ years"
3591,"McDonalds dba DSK,INC","10+ years"
3592,"City of Barstow","3 years"
3593,"External IT","3 years"
3594,"State of Georgia","7 years"
3595,"Dreaming Summit Animal Hospital","3 years"
3596,"tlc for pets","1 year"
3597,"Knight Enterprises","2 years"
3598,"HIXSON LUMBER","6 years"
3599,"Stored Value Solutions","7 years"
3600,"City of Colorado Springs","7 years"
3601,"provena st joseph hospital","8 years"
3602,"Hospital for Special Surgery","< 1 year"
3603,"Hormel Foods Corporation","10+ years"
3604,"Mars Snackfood North America","10+ years"
3605,"Team Ford","7 years"
3606,"Halliburton Energy","10+ years"
3607,"Collins Pipe & Supply","10+ years"
3608,"Henderson State University","10+ years"
3609,"Round town painting","< 1 year"
3610,"United Water Company","6 years"
3611,"ADP","4 years"
3612,"Modern Woodmen of America","9 years"
3613,"Daniel Ripley Catering","4 years"
3614,"baldock health care center","1 year"
3615,"Joyce Engineering, Incorporated","8 years"
3616,"Weco Manuufacturing","10+ years"
3617,"CTT","< 1 year"
3618,"wolf camera and image","5 years"
3619,"usfs","8 years"
3620,"FAA","10+ years"
3621,"Western Southern Insurance","1 year"
3622,"Desert Orthopaedic Center","6 years"
3623,"Macerich","< 1 year"
3624,"Darden Restaurants Inc. (Longhorn Steak)","5 years"
3625,"Kohler Company","7 years"
3626,"Richland Manor Health Campus","10+ years"
3627,"abrams,gorelick,friedman,and jacobson","10+ years"
3628,"MarketFinders","10+ years"
3629,"Rohara Arabians,llc","2 years"
3630,"LAWRENCE BERKELEY NATIONAL LABORATORY","3 years"
3631,"UCLA Medical Center","7 years"
3632,"Medical Clinic of Redlands/Urgent Care","1 year"
3633,"Hyde Tools","10+ years"
3634,"palladia,inc","10+ years"
3635,"Franklin Capital Corp.","3 years"
3636,"Kaiser Permanente","3 years"
3637,"Northwest Local Schools","8 years"
3638,"nulook decorating,painting","10+ years"
3639,"Southern Care Ambulance","2 years"
3640,"Hope for Tomorrow (a Christian child placing agency)","1 year"
3641,"State of Michigan","10+ years"
3642,"PolyOne","10+ years"
3643,"AMERICAN INTERNATIONAL","6 years"
3644,"Lamden Property Management","1 year"
3775,"Saint-Gobain","7 years"
3645,"Pioneers memorial Hopspital","10+ years"
3646,"Youth Education in the Arts","6 years"
3647,"UPMC","10+ years"
3648,"NCS Corporation","2 years"
3649,"Santa Rosa High School","5 years"
3650,"City of Paris","10+ years"
3651,"","2 years"
3652,"EMD Chemicals","8 years"
3653,"jacksonville auto salvage","10+ years"
3654,"","10+ years"
3655,"Experian Automotive","6 years"
3656,"Stanford Hospital & Clinics","8 years"
3657,"Optimus hc","4 years"
3658,"Sorren's Ford","8 years"
3659,"arb inc","4 years"
3660,"Stillwater Medical Center","10+ years"
3661,"Underground Functional Fitness","3 years"
3662,"Winkelmann Realty","2 years"
3663,"Tenet Health","3 years"
3664,"Cooper Standard Automotive","< 1 year"
3665,"regal cinemas","4 years"
3666,"Premier Security Services","6 years"
3667,"battaglia","10+ years"
3668,"morongo casino","3 years"
3669,"","2 years"
3670,"Enterprise Rent-A-Car","1 year"
3671,"CSI MARKETING","3 years"
3672,"Klein ISD","4 years"
3673,"Peace Over Violence","5 years"
3674,"data net","< 1 year"
3675,"LendingClub","< 1 year"
3676,"Advantage Sales & Marketing","7 years"
3677,"Dept of Commerce","1 year"
3678,"Boys and Girls Club of America","2 years"
3679,"","3 years"
3680,"Sycuan Casino","4 years"
3681,"Avenue Web Media, LLC","4 years"
3682,"Allergan","4 years"
3683,"Ector County","6 years"
3684,"Quality Security Solutions","6 years"
3685,"Gain Capital","6 years"
3686,"jim s coffee shop","1 year"
3687,"AFFILIATED COMPUTER SERVICES","2 years"
3688,"SHALIMAR JEWELERS","5 years"
3689,"US Army","7 years"
3690,"Ice Services, Inc.","2 years"
3691,"foodtown","7 years"
3692,"Metroclean Commercial Building Services","< 1 year"
3693,"Halliburton","< 1 year"
3694,"Next Wave","< 1 year"
3695,"Missirian Orthopaedic Medical Group","2 years"
3696,"The Johns Hopkins University","2 years"
3697,"truetech","4 years"
3698,"","5 years"
3699,"Air Force Det 3,544th Intelligence Group","7 years"
3700,"walmart","7 years"
3701,"Multi-Line Insurance Agency","< 1 year"
3702,"Integrity Funding, LLC","< 1 year"
3703,"Biotest Microbiology Corporation","3 years"
3704,"Cablevision","4 years"
3705,"Wallingford Pediatfics, PLLC","4 years"
3706,"Mercy Hospital of Buffalo","5 years"
3707,"Shelly BMW","< 1 year"
3708,"Burger King","1 year"
3709,"URS","5 years"
3710,"New York Life","5 years"
3711,"UNH - IOL","< 1 year"
3712,"Prestige Installations, Inc","6 years"
3713,"metco metal finshing","10+ years"
3714,"Con-way Freight","< 1 year"
3715,"Circle Graphics","4 years"
3716,"Armand morin network","7 years"
3717,"NIEHS, NIH","1 year"
3718,"poeple link","1 year"
3719,"wells fargo","1 year"
3720,"State of CT","10+ years"
3721,"Lower Township Board of Education","10+ years"
3722,"Hewlett Packard","10+ years"
3723,"Providence Public Schools","10+ years"
3724,"Arizona State University","10+ years"
3725,"Harland Clarke","10+ years"
3726,"ITI Inc","10+ years"
3727,"OCEAN'S ELEVEN CASINO","10+ years"
3728,"Benco Dental Co","10+ years"
3729,"Gospel Ministries Center","10+ years"
3730,"Columbia County School Board- Ft. White","10+ years"
3731,"US Postal Service","10+ years"
3732,"AT and T","10+ years"
3733,"Budget Rent A Car","10+ years"
3734,"pepperdine university","10+ years"
3735,"Rubin Weisman Colasanti Kajko & Stein","10+ years"
3736,"Pajaro Valley Unified School District","10+ years"
3737,"BBL-CARLTON","10+ years"
3738,"acme truck line inc","10+ years"
3739,"Tift Regional Medical Center","10+ years"
3740,"JPMorgan Chase","10+ years"
3741,"Charlotte-Mecklenburg Board of Education","10+ years"
3742,"Department of the Navy","2 years"
3743,"Ektron, Inc.","2 years"
3744,"Clearwire","2 years"
3745,"Northrop Grumman Corp.","2 years"
3746,"Springfield Hospital","2 years"
3747,"Diocese of Phoenix","2 years"
3748,"Department of Defense","2 years"
3749,"General Dynamics Information Technology","2 years"
3750,"Click 3X","2 years"
3751,"Alston & Bird","3 years"
3752,"Oregon State University","3 years"
3753,"AECOM","3 years"
3754,"PNC Bank,N.A.","3 years"
3755,"Design Interiors/Tampa Wholesale Furnitu","3 years"
3756,"Valassis","4 years"
3757,"JPMorgan Chase Bank","4 years"
3758,"","4 years"
3759,"Burns & Mcdonnell","4 years"
3760,"Miken Technologies","4 years"
3761,"State of alaska","4 years"
3762,"St. Vincent's Medical Center","4 years"
3763,"Intuit","5 years"
3764,"Caterpillar","5 years"
3765,"","5 years"
3766,"US Social Security Administration","5 years"
3767,"Willis Insurance Services of CA","6 years"
3768,"Cross Telecom","6 years"
3769,"Baltimore County Public Schools","6 years"
3770,"Borton-Lawson Engineering","6 years"
3771,"Financial West Group","7 years"
3772,"Free Press","7 years"
3773,"Missouri Dept of Transportation","7 years"
3774,"Smyth County Schools","7 years"
3776,"McKinney ISD","7 years"
3777,"Server Admin Inc","8 years"
3778,"C.H. Robinson Worldwide Inc.","8 years"
3779,"Vertex Inc","8 years"
3780,"Texas Tech HSC School of Nursing","9 years"
3781,"DHL Express","9 years"
3782,"Quality Gin Inc.","9 years"
3783,"Nogales Unified School District #1","9 years"
3784,"Bureau of Land Management","9 years"
3785,"Ken's Pool Service","9 years"
3786,"Volunteer of America","< 1 year"
3787,"Indicon, Inc","< 1 year"
3788,"National Marrow Donor Program","< 1 year"
3789,"Atlantic shores Hospital","< 1 year"
3790,"Javataza, LLC","< 1 year"
3791,"HyTrust Inc.","< 1 year"
3792,"Department of Justice","10+ years"
3793,"Intel","3 years"
3794,"Kunkel Miller & Hament","1 year"
3795,"","10+ years"
3796,"city of rowlett","9 years"
3797,"The League School of Greater Boston","1 year"
3798,"Wellston City Schools","10+ years"
3799,"Planned Parenthood","10+ years"
3800,"Temple University","10+ years"
3801,"Harlan County Board of Education","10+ years"
3802,"The School Board of Sarasota County","10+ years"
3803,"UPS","10+ years"
3804,"Seattle Fire Department","10+ years"
3805,"City of Dearborn Heights","10+ years"
3806,"golden nugget casino","10+ years"
3807,"Coppell ISD Mockingbird Elementary","10+ years"
3808,"IBM","10+ years"
3809,"Sojourner's Harbor Resort Inc","10+ years"
3810,"HCC","10+ years"
3811,"Boscov's Department Stores","10+ years"
3812,"Brett Sports","10+ years"
3813,"McKesson","2 years"
3814,"Blue State Digital","2 years"
3815,"Sumitomo","2 years"
3816,"Sarasota Memorial Healthcare System","2 years"
3817,"Union Bank","3 years"
3818,"Imaging Business Machines","3 years"
3819,"Thompson Hine LLP","3 years"
3820,"Tallahassee Community College","4 years"
3821,"","5 years"
3822,"Freeport McMoran","5 years"
3823,"Center ISD","5 years"
3824,"seneca insurance company","5 years"
3825,"Wayzata Public Schools","6 years"
3826,"Pasco County Schools","6 years"
3827,"Grandview Marketing","7 years"
3828,"Usc university hospital","8 years"
3829,"RLI","8 years"
3830,"Donor Network of Arizona","8 years"
3831,"Hilltop Chrysler","9 years"
